record_id,caller_number,receiver_number,call_type,record_type,start_time,duration_seconds,cell_tower_lat,cell_tower_lon,imei
88,9876543210,9839958838,Incoming,Call,2024-01-24 09:07:29,390,19.11884509666126,72.86884430603943,352999000000002
85,9876543210,9839958838,Outgoing,Call,2024-01-24 17:02:37,189,18.914364793932403,72.82538223276954,352999000000002
139,9839958838,9846913810,Incoming,Call,2024-01-24 18:40:00,78,19.099930070648856,72.87108041235622,3529990000092
86,9822575562,9876543210,Outgoing,SMS,2024-01-24 22:33:32,0,19.081926976158137,72.88164994166557,352999000000002
90,9824942603,9876543210,Incoming,Call,2024-01-25 01:31:07,563,19.15132021036646,72.90869797451671,352999000000002
94,9883197857,9876543210,Outgoing,SMS,2024-01-25 08:53:48,0,19.06931824537927,72.89222084395544,352999000000002
126,9813999315,9866629388,Incoming,Call,2024-01-25 17:51:00,32,19.030325758344897,72.85059088766565,3529990000040
140,9813356886,9813999315,Outgoing,Call,2024-01-25 18:29:00,79,18.950193016110966,72.8438857119911,3529990000068
92,9876543210,9839958838,Missed,Call,2024-01-25 19:06:43,0,19.14197644322585,72.9159462062781,352999000000002
89,9876543210,9822575562,Incoming,Call,2024-01-25 19:35:20,319,19.137200278101812,72.8882604043304,352999000000002
91,9876543210,9813999315,Outgoing,SMS,2024-01-25 19:41:06,0,18.92370149258182,72.83771665509555,352999000000002
113,9821668732,9813356886,Outgoing,Call,2024-01-25 20:41:00,262,19.11251859205539,72.87161206449863,3529990000084
93,9876543210,9824942603,Incoming,Call,2024-01-25 21:52:29,2,18.940064627118243,72.8328093429993,352999000000002
97,9876543210,9813999315,Outgoing,Call,2024-01-26 02:50:58,3,19.1464882085784,72.89013885489038,352999000000002
96,9876543210,9824942603,Outgoing,Call,2024-01-26 07:26:33,121,18.963415160693575,72.8489624692891,352999000000002
95,9876543210,9824942603,Outgoing,Call,2024-01-26 13:51:11,253,19.058273432505334,72.87556102524975,352999000000002
98,9821668732,9876543210,Outgoing,Call,2024-01-27 05:05:20,342,19.16353883267583,72.90281670512294,352999000000002
101,9828728463,9876543210,Incoming,SMS,2024-01-27 06:05:05,0,19.07790039794197,72.87992425898766,352999000000002
100,9828728463,9876543210,Outgoing,Call,2024-01-27 11:52:29,393,19.03860463106401,72.84452803656767,352999000000002
99,9876543210,9824942603,Outgoing,Call,2024-01-27 12:38:27,574,18.92330209824999,72.83584273065966,352999000000002
102,9876543210,9813999315,Outgoing,Call,2024-01-27 19:48:27,116,18.915041905275746,72.82366568188614,352999000000002
125,9814265799,9883197857,Incoming,Call,2024-01-27 19:56:00,77,19.07891739323215,72.86732758283964,3529990000033
158,9822575562,9842868828,Incoming,Call,2024-01-28 09:16:00,74,18.92915067084346,72.82763284834925,3529990000021
121,9822575562,9821668732,Outgoing,Call,2024-01-28 10:21:00,189,19.107906952126555,72.87438164154108,3529990000094
103,9876543210,9824942603,Incoming,SMS,2024-01-28 10:35:23,0,19.07926984746659,72.88243493683997,352999000000002
104,9876543210,9842868828,Outgoing,Call,2024-01-28 15:01:11,1,19.13578756263745,72.90912907177355,352999000000002
105,9828728463,9876543210,Outgoing,Call,2024-01-29 06:33:13,591,19.12510026553555,72.85936739710213,352999000000002
106,9824942603,9876543210,Incoming,Call,2024-01-29 17:03:43,289,18.93304829431005,72.8126145252433,352999000000002
112,9883197857,9846913810,Outgoing,Call,2024-01-29 20:22:00,130,19.060884135833334,72.87527904666005,3529990000032
107,9876543210,9821668732,Incoming,Call,2024-01-30 07:43:43,66,19.067132693730613,72.8910597226168,352999000000002
110,9876543210,9895822412,Outgoing,SMS,2024-01-30 11:07:25,0,19.111701353387048,72.85787589400186,352999000000002
111,9824942603,9876543210,Outgoing,Call,2024-01-30 11:25:33,182,19.113914498536268,72.85812079919515,352999000000002
108,9842868828,9876543210,Outgoing,Call,2024-01-30 17:48:16,399,18.925407870396686,72.8342006260726,352999000000002
109,9876543210,9813999315,Outgoing,Call,2024-01-30 18:04:25,2,19.150901990426576,72.90818496884707,352999000000002
114,9823756669,9889254563,Incoming,Call,2024-01-30 22:36:00,87,19.070992884490256,72.88166763250578,3529990000090
